bin_left,bin_right,bin_center,reference_density,implicit_reference_density,proposal_density,reweighted_density
-3.141592653589793,-3.078760800517997,-3.1101767270538954,0.004138020244348784,0.0034377467707849348,0.031035213902919547,0.0022755638119907823
-3.078760800517997,-3.015928947446201,-3.047344873982099,0.011108992809828659,0.010886198107485626,0.03501408748021693,0.010772486344981411
-3.015928947446201,-2.9530970943744057,-2.9845130209103035,0.02724727176278911,0.023809579486547678,0.05252113122032576,0.02244837924239546
-2.9530970943744057,-2.8902652413026098,-2.921681167838508,0.06089255944184019,0.05134338464144537,0.08514789455416388,0.06324051575699566
-2.8902652413026098,-2.827433388230814,-2.8588493147667116,0.11490963909307009,0.09784845901289711,0.11538733374162395,0.1270094818502853
-2.827433388230814,-2.764601535159018,-2.796017461694916,0.1832506349747381,0.15829550639919887,0.15278874536821932,0.14115911157724537
-2.764601535159018,-2.701769682087222,-2.7331856086231197,0.2705310312055409,0.24522593631599202,0.2673803043943838,0.2800534323977107
-2.701769682087222,-2.6389378290154264,-2.670353755551324,0.35927564998434663,0.3186281960699763,0.2952324194354675,0.4077441537587224
-2.6389378290154264,-2.5761059759436304,-2.6075219024795286,0.43315522680844815,0.3872558075311992,0.3397958035011961,0.30628569995037397
-2.5761059759436304,-2.5132741228718345,-2.5446900494077322,0.4741216272275011,0.43086426193837846,0.3588943966722235,0.4449284160806247
-2.5132741228718345,-2.4504422698000385,-2.4818581963359367,0.4887638527075045,0.45225468628992915,0.40823242903071094,0.5249388997541323
-2.4504422698000385,-2.3876104167282426,-2.4190263432641403,0.4826523151158509,0.44140031917106193,0.42653524748627886,0.375296967559629
-2.3876104167282426,-2.324778563656447,-2.356194490192345,0.45260392195689064,0.4215377822731964,0.41937327504714655,0.33291064538848075
-2.324778563656447,-2.2619467105846507,-2.293362637120549,0.4343329710318366,0.4047946822599232,0.4376760935027085,0.35684774613288134
-2.2619467105846507,-2.199114857512855,-2.230530784048753,0.3889739029687885,0.3821628493522613,0.4631408843974181,0.35453575422768546
-2.199114857512855,-2.1362830044410592,-2.1676989309769574,0.36446409075225833,0.3586397487632764,0.45120426366552263,0.3507103704563612
-2.1362830044410592,-2.0734511513692633,-2.104867077905161,0.336771186040078,0.35080932556315525,0.45120426366552263,0.3606384966130789
-2.0734511513692633,-2.0106192982974678,-2.0420352248333655,0.32881345480094804,0.34151467688659093,0.4376760935027147,0.39403011721460846
-2.0106192982974678,-1.9477874452256716,-1.9792033717615696,0.32114220188642106,0.3495042550298005,0.4504084889500616,0.22200111926406788
-1.9477874452256716,-1.8849555921538759,-1.9163715186897736,0.33183739267181717,0.379902849160355,0.44722539008822687,0.27719246631840827
-1.8849555921538759,-1.82212373908208,-1.853539665617978,0.34141850108373123,0.41026961230228726,0.46552820854379323,0.654250295740977
-1.82212373908208,-1.759291886010284,-1.790707812546182,0.37181703441721653,0.4558834189924244,0.5148662409022807,0.31142205866611616
-1.759291886010284,-1.6964600329384882,-1.7278759594743862,0.41348371518531457,0.5154710296860318,0.49497187301579554,0.3082365223599105
-1.6964600329384882,-1.6336281798666923,-1.6650441064025903,0.47673176307393644,0.5926293460969806,0.5275986363496323,0.35710548109596507
-1.6336281798666923,-1.5707963267948963,-1.6022122533307943,0.5443724786065609,0.6789231562414062,0.5681831468380656,0.4147474984075177
-1.5707963267948963,-1.5079644737231006,-1.5393804002589984,0.6524384688339794,0.7796045732413417,0.5928521630173115,0.6101890229243195
-1.5079644737231006,-1.4451326206513047,-1.4765485471872026,0.7276231135812989,0.8696862710313517,0.5984225860255257,0.7423552354507114
-1.4451326206513047,-1.3823007675795087,-1.4137166941154067,0.828208836443931,0.9212206416045073,0.6501479425303915,0.6797609738559243
-1.3823007675795087,-1.319468914507713,-1.350884841043611,0.8865867528142084,0.9455713478975706,0.6382113217985016,1.4680934707139512
-1.319468914507713,-1.256637061435917,-1.288052987971815,0.9153300780499511,0.9090612039522865,0.6390070965139589,0.977363411038424
-1.256637061435917,-1.1938052083641213,-1.225221134900019,0.868220309114291,0.8197434498891178,0.6055845584646631,0.8924248930416514
-1.1938052083641213,-1.1309733552923253,-1.1623892818282233,0.7783616079620063,0.6886634387586302,0.49815497187763175,0.7026719085351943
-1.1309733552923253,-1.0681415022205294,-1.0995574287564274,0.64021539365067,0.5373389188668563,0.4329014452099547,0.6091453991495701
-1.0681415022205294,-1.0053096491487334,-1.0367255756846314,0.4823658367912421,0.3794890463083147,0.2936408700045465,0.49346981313522953
-1.0053096491487334,-0.9424777960769379,-0.9738937226128357,0.3345111903681668,0.24980959867704033,0.19337325585665394,0.2632162705381235
-0.9424777960769379,-0.879645943005142,-0.91106186954104,0.21259874778465793,0.15049691418769603,0.13607747634357034,0.43602142410614025
-0.879645943005142,-0.816814089933346,-0.848230016469244,0.1218169498086369,0.08126451394272165,0.07400704853773123,0.08966746234379132
-0.816814089933346,-0.7539822368615501,-0.7853981633974481,0.06840465773158105,0.04125296124941921,0.05570423008216329,0.03485561157062608
-0.7539822368615501,-0.6911503837897541,-0.7225663103256521,0.03558697410139955,0.0209447905108934,0.035809862195676403,0.030874548918010312
-0.6911503837897541,-0.6283185307179586,-0.6597344572538564,0.017634332425917252,0.011077184039195978,0.022281692032865473,0.007418105528074832
-0.6283185307179586,-0.5654866776461627,-0.5969026041820606,0.007480267364784341,0.004265352474862789,0.020690142601946366,0.005189226598595226
-0.5654866776461627,-0.5026548245743667,-0.5340707511102647,0.004074358394435726,0.0018461973398659834,0.01671126902464899,0.0014065578401251605
-0.5026548245743667,-0.43982297150257077,-0.47123889803846875,0.001718869947652572,0.0008912676813146126,0.01273239544735161,0.01087437701812
-0.43982297150257077,-0.3769911184307748,-0.4084070449666728,0.0009867586736524024,0.0004456338406573063,0.01432394487827056,0.0006389917365925878
-0.3769911184307748,-0.31415926535897887,-0.34557519189487684,0.0003501401745218202,0.00019098593171027413,0.00716197243913528,4.802366373714068e-07
-0.31415926535897887,-0.25132741228718336,-0.2827433388230811,0.0002546473996522347,9.549296585513774e-05,0.0127323954473517,0.0008425028351027744
-0.25132741228718336,-0.1884955592153874,-0.21991148575128538,0.00012732369982611645,9.549296585513707e-05,0.007957747154594757,2.8272655114701293e-05
-0.1884955592153874,-0.12566370614359146,-0.15707963267948943,6.366184991305823e-05,0.0,0.003978873577297378,0.00013157996565186085
