phi,reference_free_energy_kj_mol,implicit_reference_free_energy_kj_mol,proposal_free_energy_kj_mol,reweighted_free_energy_kj_mol
-3.141592653589793,14.632288547569965,15.30976236802973,7.9892473648794295,7.551788795991556
-3.110018858076328,12.969108754578142,13.46212092935798,7.366446994807041,7.013354902899176
-3.0784450625628628,11.626377074999523,12.02094263290466,6.788310133785049,6.504807498538136
-3.046871267049397,10.455067635259898,10.828499618321224,6.248223975080285,6.025751867376392
-3.015297471535932,9.360057136041014,9.783840334676878,5.740624115348333,5.5757832269418826
-2.983723676022467,8.320058384356706,8.819530215207639,5.261310483754551,5.154481883137832
-2.9521498805090016,7.355595291921108,7.901763844105529,4.807612871002904,4.761408096558175
-2.9205760849955364,6.484472252583194,7.034240918687328,4.378358599362189,4.396096743951344
-2.889002289482071,5.708583797728,6.233048456365692,3.9736393809857544,4.058051824106794
-2.8574284939686057,5.021271866114783,5.509540259476662,3.5944227059224225,3.746740814328795
-2.8258546984551405,4.412209838898363,4.865921596259914,3.242086924204864,3.4615888385097935
-2.7942809029416753,3.870090834755241,4.291431629299163,2.9179678855771014,3.20197256855309
-2.76270710742821,3.3878631315287713,3.780256256501714,2.6229900591823556,2.9672137567875225
-2.7311333119147445,2.964064301248781,3.3404621342630434,2.357426480524511,2.7565722980928062
-2.6995595164012793,2.5993758734678383,2.9736852039780017,2.120800896799839,2.5692387566991144
-2.667985720887814,2.293862477989258,2.6690380126673037,1.911919491145045,2.4043263729418203
-2.636411925374349,2.045485735177122,2.4162613857978394,1.7290014473745188,2.2608626960988665
-2.604838129860884,1.851241782491757,2.211286947268592,1.569867776609421,2.1377811730376517
-2.573264334347418,1.7090340275309095,2.0533880480128355,1.4321460951668554,2.033913254419153
-2.5416905388339535,1.6145242243123752,1.9420333883700842,1.3134549711103383,1.947981846791134
-2.510116743320488,1.5592298193627068,1.8755565898859154,1.2115434330310706,1.8785972131053859
-2.4785429478070227,1.536162308014747,1.8503321497572112,1.1243758913179198,1.8242566623525844
-2.4469691522935575,1.5438294085794975,1.8581235377015923,1.050165755556111,1.7833495083163018
-2.4153953567800923,1.580649762107845,1.888015132678057,0.9873691285392188,1.7541687372215136
-2.383821561266627,1.6379055418189252,1.9301603559070324,0.9346523455600277,1.734930514224824
-2.3522477657531615,1.7035073125437186,1.9772238626860525,0.8908454923402036,1.7238019994525273
-2.3206739702396963,1.77393313528784,2.0301399549489014,0.8548909595944643,1.7189368986742455
-2.289100174726231,1.8573174936405277,2.09340687211628,0.8257933762302423,1.7185167896597195
-2.257526379212766,1.9591082113477696,2.1650231936529885,0.802575345836879,1.7207947147860554
-2.225952583699301,2.0696042541338127,2.239051096342313,0.7842419836634604,1.7241361244227718
-2.194378788185835,2.173638230550328,2.3087118416317156,0.7697561500065888,1.7270514106785875
-2.16280499267237,2.266741206851632,2.3669794901549466,0.7580257448227765,1.7282144165862792
-2.131231197158905,2.350934397354909,2.412636869217823,0.7479046353005814,1.7264627456258999
-2.0996574016454397,2.4223901788481785,2.449708484868296,0.7382092403720468,1.7207784719563777
-2.0680836061319745,2.475403820079578,2.476257649173273,0.7277523733955089,1.7102516644308916
-2.036509810618509,2.5102443147980757,2.4811851790709776,0.7153936705765631,1.694033369586541
-2.0049360151050437,2.528408915136254,2.4550627527959543,0.700101911294593,1.6712885187320605
-1.9733622195915785,2.5284658883242,2.3977550563119956,0.6810202535475902,1.641161724250506
-1.9417884240781134,2.5110085993717584,2.3168853255575965,0.6575230371310514,1.6027692483573386
-1.910214628564648,2.4789160084179134,2.223088065688994,0.6292538903399127,1.555227866199223
-1.8786408330511828,2.4292536410474153,2.120781425270265,0.5961392660474711,1.4977255629110435
-1.8470670375377176,2.3556036628773,2.0070804290734707,0.5583773810395312,1.4296303448026615
-1.8154932420242522,2.2593372053512395,1.8796037191581838,0.5164073877050914,1.35062331941639
-1.783919446510787,2.145342737866735,1.7382446795539446,0.47086589925819844,1.2608332110073843
-1.7523456509973219,2.013051048983876,1.5850214563919947,0.4225378741199024,1.1609448816813486
-1.7207718554838565,1.8623097272209415,1.423285738507901,0.3723078683455896,1.0522568047424024
-1.6891980599703913,1.698398085486783,1.2546393734739123,0.32111740841520553,0.9366721250117508
-1.657624264456926,1.5262823240088297,1.081123417157536,0.2699351373835963,0.8166223026713125
-1.6260504689434607,1.3457797141962766,0.9074944599666922,0.2197472304569117,0.6949366503000817
-1.5944766734299956,1.156079080616958,0.7365996043311281,0.17157427429133043,0.5746807269556619
-1.5629028779165302,0.9640257349565166,0.5699553177907337,0.12651589671174945,0.4589891729151091
-1.531329082403065,0.7819614679521597,0.41412544620032365,0.0858163964076013,0.35091474070168205
-1.4997552868895996,0.6155144486641345,0.28015796912221425,0.05093613467604885,0.2533076651190803
-1.4681814913761344,0.46168743450326577,0.1740259990348816,0.023608317147993052,0.16873122698879595
-1.4366076958626692,0.3208508072852537,0.09207701621362804,0.005861989876204454,0.09941266142228522
-1.4050339003492038,0.19959960254752163,0.03191719009303076,0.0,0.04722439375873588
-1.3734601048357387,0.10273286490021344,0.0,0.008532690048706826,0.013688838721304775
-1.3418863093222735,0.03383563462530492,0.003473676284354077,0.03407974020508209,0.0
-1.310312513808808,0.0,0.04378594313263531,0.07925969675413325,0.007056081543336812
-1.278738718295343,0.007700042651507144,0.1214618768105212,0.14658728070486426,0.03549863896426786
-1.2471649227818777,0.05758799142996901,0.23976431366072573,0.2383931140216542,0.08575505568741193
-1.2155911272684123,0.1480660810275818,0.4016597836342979,0.35677147025490896,0.1580821219867521
-1.1840173317549472,0.28087009658099815,0.6077189282812555,0.5035521576402586,0.25260916745611894
-1.1524435362414818,0.45936869982411777,0.85869341940379,0.6802854181807054,0.36937957654526243
-1.1208697407280166,0.6842168757131708,1.1570932246613883,0.8882255379761481,0.5083896745445938
-1.0892959452145514,0.9567657799367911,1.506639128987754,1.128300216642003,0.6696239965452185
-1.0577221497010862,1.283666558760097,1.9099308144164227,1.4010578750001723,0.8530859323906527
-1.0261483541876206,1.6688909276535724,2.3645347881645935,1.706592260679755,1.0588227513381305
-0.9945745586741555,2.1059355983430565,2.8656961392540006,2.0444508475902863,1.286944103300574
-0.9630007631606903,2.587812941154482,3.4157117570879767,2.413538864631999,1.5376332921464697
-0.9314269676472251,3.1188348571006945,4.025046908614456,2.812033378018973,1.811150912144094
-0.8998531721337599,3.7081693188218634,4.699024378208957,3.23732152382905,2.1078307950245385
-0.8682793766202943,4.355709312730032,5.426897163196898,3.6859739987185023,2.428068578043011
-0.8367055811068291,5.049239772012819,6.192577756508302,4.153759674477835,2.77230351447865
-0.805131785593364,5.774408215535888,6.994145788971603,4.635700561037664,3.140994359515364
-0.7735579900798988,6.5255604278629695,7.834310852577531,5.126160473346119,3.5345902512423657
-0.7419841945664336,7.307617348320878,8.694494373567117,5.618959691015941,3.9534974725877583
-0.7104103990529684,8.127966068611117,9.544500950523057,6.107516103571672,4.398042859235654
-0.6788366035395028,8.990256141377607,10.3884348060516,6.585031301527944,4.86843447123414
-0.6472628080260376,9.895855459414502,11.28524270891374,7.044758829446564,5.364720053221827
-0.6156890125125725,10.83871815555673,12.299638932767285,7.480392239164556,5.8867438663136955
-0.5841152169991073,11.79769691143115,13.426256004680145,7.8865739750722765,6.434102788771486
-0.5525414214856421,12.755088156587279,14.570112301699343,8.259454426397353,7.006103255279194
-0.5209676259721765,13.713209083427502,15.636610209431995,8.597159424423493,7.6017217118283265
-0.4893938304587113,14.652533988461707,16.60037917831036,8.900007074045837,8.219572804143395
-0.45782003494524615,15.520267938122254,17.469806546924943,9.170376502399499,8.857891326093405
-0.42624623943178097,16.32447674530708,18.30789745462391,9.412238533481913,9.51453556587977
-0.3946724439183158,17.15768316923269,19.195472629153564,9.63044444632208,10.18702018009701
-0.3630986484048506,18.08155542814002,20.148022465115368,9.82989455525881,10.872584600053502
-0.331524852891385,19.04202231756788,21.102142221455825,10.014692461329851,11.56829618251509
-0.2999510573779198,19.926888728491026,22.00315899384852,10.18738232764712,12.27117352426839
-0.26837726186445465,20.75710491966417,nan,10.34839416448683,12.97829234506705
-0.23680346635098948,21.71215828785662,nan,10.495867677110933,13.686802033617663
-0.2052296708375243,nan,nan,10.626026455951143,14.393732333480342
-0.17365587532405868,nan,nan,10.734152305900492,15.095400767724293
-0.1420820798105935,nan,nan,10.815935550425621,15.78613542336439
-0.11050828429712833,nan,nan,10.868666707356079,16.455921886259453
-0.07893448878366316,nan,nan,10.891650892559275,17.08660648418751
-0.047360693270197984,nan,nan,10.885563936260764,17.64694375891467
-0.015786897756732365,nan,nan,10.851085239972447,18.089132281347958
0.01578689775673281,nan,nan,10.78761287773399,18.35380251819544
0.047360693270197984,nan,nan,10.692865752401826,18.390801788526595
0.07893448878366316,nan,nan,10.563707376176513,18.187870106373545
0.11050828429712833,nan,nan,10.39782984055904,17.78014976662742
0.14208207981059395,nan,nan,10.195386353258957,17.229422956214375
0.17365587532405913,nan,nan,9.95964539681677,16.59601461273502
0.2052296708375243,nan,nan,9.69634908330949,15.924714243430985
0.23680346635098948,nan,nan,9.412250126190088,15.244183437747
0.26837726186445465,nan,nan,9.113666053088073,14.571407793837226
0.2999510573779198,21.953041850578668,nan,8.80565867582214,13.916130250706498
0.33152485289138545,20.80798268728312,nan,8.491949840155506,13.2839156772885
0.3630986484048506,19.729554388504607,21.719470274237597,8.175306897196702,12.677992306645745
0.3946724439183158,18.627696990309943,20.668285797652818,7.858023405528935,12.100290931819725
0.42624623943178097,17.527486424638912,19.950232527264284,7.5422281973304335,11.552016232751313
0.45782003494524615,16.53330210731669,19.21319590099069,7.229949242995235,11.033959219851205
0.48939383045871176,15.650612545121316,18.195453093439195,6.9230175991247345,10.54666964570234
0.5209676259721769,14.797212944853262,17.00165325524921,6.622956162874227,10.090553102457102
0.5525414214856421,13.931273320107971,15.824967440731893,6.330961619113662,9.665927341777499
0.5841152169991073,13.06794870895943,14.739102322959996,6.048005467969492,9.273056113427797
0.6156890125125725,12.230034363203474,13.718017506362488,5.7750071170274015,8.912170231025865
0.6472628080260376,11.434513672494893,12.74444973683125,5.51300197779309,8.583481068814862
0.6788366035395033,10.685385524073544,11.8591765111336,5.263243642169738,8.287189334949
0.7104103990529684,9.979331951142163,11.092529971681836,5.027222322912744,8.023490728217714
0.7419841945664336,9.328550656671357,10.424368508214338,4.806624283925728,7.792579428970424
0.7735579900798988,8.754488478992165,9.83157584818979,4.603277814181357,7.594650021748085
0.805131785593364,8.270336516029559,9.308868529028265,4.419124527926885,7.429898251848292
0.8367055811068296,7.883655754171672,8.853645089398489,4.256229176906524,7.29852090566271
0.8682793766202943,7.596543461108984,8.469860337246333,4.116812477407162,7.200715036189137
0.8998531721337599,7.4051056261211725,8.176136473265474,4.003273515126467,7.136676710397102
0.9314269676472255,7.307579832223016,8.00103700606705,3.918167398064085,7.106599423548547
0.9630007631606903,7.303763555237826,7.9629369526550775,3.8641176854344517,7.110672301583221
0.9945745586741559,7.392580903925925,8.049661355617332,3.843663600988231,7.14907819330302
1.0261483541876206,7.578589313414467,8.227192950136931,3.859060053157993,7.221991737690298
1.0577221497010862,7.870707649763901,8.480313278377512,3.9120584375622993,7.329577477322917
1.0892959452145519,8.274139885429346,8.829178193009149,4.003697777199589,7.471988075894713
1.1208697407280166,8.78631911755892,9.293702673811936,4.134132538027518,7.64936268588666
1.1524435362414822,9.39450928272909,9.868489181440216,4.302519746364042,7.861825501121197
1.184017331754947,10.085727768303325,10.541937402618233,4.506985930754452,8.109484517982077
1.2155911272684126,10.863792886595009,11.309505157669431,4.744692372020739,8.392430518235258
1.2471649227818782,11.743486965559097,12.16109981545505,5.012010451188948,8.710736275409646
1.278738718295343,12.744572467344737,13.093127834259477,5.304802186043635,9.064455975376218
1.3103125138088085,13.897387176130012,14.127861714820865,5.618772866057184,9.45362482990934
1.3418863093222733,15.196545785411898,15.278509292958395,5.949830181968517,9.87825884945927
1.3734601048357389,16.541566085768675,16.52761141597321,6.294363924388685,10.338354727974322
1.4050339003492045,17.836165082519454,17.87843554379522,6.649370491337967,10.833889778286245
1.4366076958626692,19.164049525647428,19.379795565878595,7.0123930706079145,11.364821841269741
1.4681814913761349,20.675263407454807,21.092114219300523,7.3813154935754435,11.93108907573358
1.4997552868895996,22.337381231102757,nan,7.75410367332933,12.532609518932578
1.5313290824030652,nan,nan,8.128605364746283,13.169280290001577
1.56290287791653,nan,nan,8.502489876889575,13.84097629102875
1.5944766734299956,nan,nan,8.873350588813697,14.547548243782506
1.6260504689434612,nan,nan,9.23893274448457,15.288819885650893
1.657624264456926,nan,nan,9.597411970039797,16.064584138224866
1.6891980599703915,nan,nan,9.947645596435143,16.874598059177703
1.7207718554838562,nan,nan,10.289340946955686,17.718576396862492
1.7523456509973219,nan,nan,10.623112140957437,18.596183592761513
1.7839194465107875,nan,nan,10.950412668125542,19.507024125461548
1.8154932420242522,nan,nan,11.273333222275639,20.450631164763653
1.8470670375377178,nan,nan,11.59425452586141,21.426453598405296
1.8786408330511826,nan,nan,11.915354108419425,22.433841563575303
1.9102146285646482,nan,nan,12.237984199572933,nan
1.9417884240781138,nan,nan,12.561958155679841,nan
1.9733622195915785,nan,nan,12.884805682910875,nan
2.004936015105044,nan,nan,13.201099816438647,nan
2.036509810618509,nan,nan,13.50204599972162,nan
2.0680836061319745,nan,nan,13.775652761487988,nan
2.09965740164544,nan,nan,14.007886091215418,nan
2.131231197158905,nan,nan,14.185044164340182,nan
2.1628049926723705,nan,nan,14.296999131290018,nan
2.194378788185835,nan,nan,14.340145992771822,nan
2.225952583699301,nan,nan,14.318615403488764,nan
2.2575263792127664,nan,nan,14.243114908889815,nan
2.289100174726231,nan,nan,14.128115490354281,nan
2.320673970239697,nan,nan,13.988798439396582,nan
2.3522477657531615,nan,nan,13.838815222617159,nan
2.383821561266627,nan,nan,13.689129587625214,nan
2.415395356780092,nan,nan,13.547692076512694,nan
2.4469691522935575,nan,nan,13.41958020992161,nan
2.478542947807023,nan,nan,13.307330492533525,nan
2.510116743320488,nan,nan,13.21130917339615,nan
2.5416905388339535,nan,nan,13.130050450650053,nan
2.573264334347418,nan,nan,13.060540019801932,nan
2.604838129860884,nan,nan,12.998462256533287,nan
2.6364119253743494,nan,nan,12.938471584306555,nan
2.667985720887814,nan,nan,12.87458184481895,nan
2.69955951640128,nan,nan,12.800765471803093,nan
2.7311333119147445,nan,nan,12.711793308997786,nan
2.76270710742821,nan,nan,12.604230109307238,nan
2.7942809029416757,nan,nan,12.477378287378016,nan
2.8258546984551405,nan,nan,12.333909289066918,nan
2.857428493968606,nan,nan,12.179988065566937,nan
2.889002289482071,nan,nan,12.02485689697967,nan
2.9205760849955364,nan,nan,11.880012546763522,nan
2.952149880509002,22.108291979505918,nan,11.758202800552054,nan
2.983723676022467,20.93082949288271,22.4296882940908,11.672462214860184,nan
3.0152974715359324,19.696600011079553,20.9571529775326,11.63533558946914,22.490407988362353
3.046871267049397,18.554992032640577,19.769070980725935,11.658350431538953,22.373869262443268
3.0784450625628628,17.74428329355878,19.007747813465848,11.751730511579622,22.304291463413335
3.1100188580763284,17.487658239817538,18.864692861125274,11.924303364486935,22.281712402913172
3.141592653589793,17.95785646668606,19.549771597990595,12.183541942566302,22.306165318111802
