bin_left,bin_right,bin_center,reference_density,implicit_reference_density,proposal_density,reweighted_density
-3.141592653589793,-3.078760800517997,-3.1101767270538954,0.004138020244348784,0.0034377467707849348,0.031035213902919547,0.003402405470711979
-3.078760800517997,-3.015928947446201,-3.047344873982099,0.011108992809828659,0.010886198107485626,0.03501408748021693,0.016106933568806613
-3.015928947446201,-2.9530970943744057,-2.9845130209103035,0.02724727176278911,0.023809579486547678,0.05252113122032576,0.033564631550031455
-2.9530970943744057,-2.8902652413026098,-2.921681167838508,0.06089255944184019,0.05134338464144537,0.08514789455416388,0.06044535131349475
-2.8902652413026098,-2.827433388230814,-2.8588493147667116,0.11490963909307009,0.09784845901289711,0.11538733374162395,0.10240701361491675
-2.827433388230814,-2.764601535159018,-2.796017461694916,0.1832506349747381,0.15829550639919887,0.15278874536821932,0.1542714539181856
-2.764601535159018,-2.701769682087222,-2.7331856086231197,0.2705310312055409,0.24522593631599202,0.2673803043943838,0.36658504227363936
-2.701769682087222,-2.6389378290154264,-2.670353755551324,0.35927564998434663,0.3186281960699763,0.2952324194354675,0.3217016916621254
-2.6389378290154264,-2.5761059759436304,-2.6075219024795286,0.43315522680844815,0.3872558075311992,0.3397958035011961,0.39452425551492726
-2.5761059759436304,-2.5132741228718345,-2.5446900494077322,0.4741216272275011,0.43086426193837846,0.3588943966722235,0.45473986938875727
-2.5132741228718345,-2.4504422698000385,-2.4818581963359367,0.4887638527075045,0.45225468628992915,0.40823242903071094,0.5327097398450257
-2.4504422698000385,-2.3876104167282426,-2.4190263432641403,0.4826523151158509,0.44140031917106193,0.42653524748627886,0.5179460025232145
-2.3876104167282426,-2.324778563656447,-2.356194490192345,0.45260392195689064,0.4215377822731964,0.41937327504714655,0.43758451974485446
-2.324778563656447,-2.2619467105846507,-2.293362637120549,0.4343329710318366,0.4047946822599232,0.4376760935027085,0.4849681488340826
-2.2619467105846507,-2.199114857512855,-2.230530784048753,0.3889739029687885,0.3821628493522613,0.4631408843974181,0.47101274201966203
-2.199114857512855,-2.1362830044410592,-2.1676989309769574,0.36446409075225833,0.3586397487632764,0.45120426366552263,0.3610377202203726
-2.1362830044410592,-2.0734511513692633,-2.104867077905161,0.336771186040078,0.35080932556315525,0.45120426366552263,0.38390062781568546
-2.0734511513692633,-2.0106192982974678,-2.0420352248333655,0.32881345480094804,0.34151467688659093,0.4376760935027147,0.3541868420441544
-2.0106192982974678,-1.9477874452256716,-1.9792033717615696,0.32114220188642106,0.3495042550298005,0.4504084889500616,0.31068797975898954
-1.9477874452256716,-1.8849555921538759,-1.9163715186897736,0.33183739267181717,0.379902849160355,0.44722539008822687,0.28495073353283207
-1.8849555921538759,-1.82212373908208,-1.853539665617978,0.34141850108373123,0.41026961230228726,0.46552820854379323,0.3213510934943885
-1.82212373908208,-1.759291886010284,-1.790707812546182,0.37181703441721653,0.4558834189924244,0.5148662409022807,0.392718038837973
-1.759291886010284,-1.6964600329384882,-1.7278759594743862,0.41348371518531457,0.5154710296860318,0.49497187301579554,0.3992846585729008
