bin_left,bin_right,bin_center,reference_density,proposal_density,reweighted_density
-311.37027435302736,-311.0749416859945,-311.2226080195109,0.0012595940020413417,0.020823974746130847,0.03713247578647635
-311.0749416859945,-310.7796090189616,-310.92727535247803,0.0016591426370974652,0.02133187656920721,0.0364458508027094
-310.7796090189616,-310.4842763519287,-310.63194268544515,0.0022347635520088226,0.025395091153818012,0.05840344070876028
-310.4842763519287,-310.18894368489583,-310.3366100184123,0.0032099331019762828,0.029289005130732817,0.050150273582214036
-310.18894368489583,-309.89361101786295,-310.0412773513794,0.004252822759580388,0.030982011207653787,0.0429430155196463
-309.89361101786295,-309.59827835083007,-309.7459446843465,0.005810385235222886,0.031320612423037984,0.04856923081192701
-309.59827835083007,-309.3029456837972,-309.45061201731363,0.007029347172682342,0.028950403915348623,0.046322506796180385
-309.3029456837972,-309.0076130167643,-309.15527935028075,0.008817158014289716,0.03318291910765105,0.057839793524624455
-309.0076130167643,-308.71228034973143,-308.85994668324787,0.010110612070149435,0.03504522579226412,0.05320321406163227
-308.71228034973143,-308.4169476826986,-308.56461401621505,0.01223025143917845,0.03961634219995837,0.050523657202145474
-308.4169476826986,-308.1216150156657,-308.26928134918217,0.014939055744641485,0.03504522579226412,0.05577639946149663
-308.1216150156657,-307.82628234863284,-307.9739486821493,0.017722352168507125,0.0423251519230243,0.0817253523778707
-307.82628234863284,-307.53094968159996,-307.6786160151164,0.01949661898858693,0.05028228048455287,0.06878617543809927
-307.53094968159996,-307.2356170145671,-307.3832833480835,0.022699780079799704,0.04672696772301883,0.06918022866838013
-307.2356170145671,-306.9402843475342,-307.08795068105064,0.02544244443908344,0.042155851315332206,0.06465844053213891
-306.9402843475342,-306.6449516805013,-306.79261801401776,0.027832964238656572,0.04909717623070819,0.07310183661642783
-306.6449516805013,-306.34961901346844,-306.4972853469849,0.030731384845498082,0.04300235435379269,0.0573801665733799
-306.34961901346844,-306.05428634643556,-306.201952679952,0.034604975002306394,0.04604976529225044,0.09187376837978053
-306.05428634643556,-305.7589536794027,-305.9066200129191,0.036765246435913945,0.0480813725845556,0.07657104804601064
-305.7589536794027,-305.4636210123698,-305.61128734588624,0.03955531487054196,0.045203262253789955,0.05291666816013226
-305.4636210123698,-305.1682883453369,-305.31595467885336,0.042155767003786405,0.048589274407631895,0.08316164456380105
-305.1682883453369,-304.87295567830404,-305.0206220118205,0.0452573479335429,0.048589274407631895,0.05676127190395647
-304.87295567830404,-304.57762301127116,-304.7252893447876,0.048446965003226976,0.0484199737999398,0.0686294377778837
-304.57762301127116,-304.2822903442383,-304.4299566777547,0.05135892963160098,0.04774277136917141,0.06083829251686309
-304.2822903442383,-303.9869576772054,-304.13462401072184,0.052733647816624055,0.04689626833071092,0.06684801870974272
-303.9869576772054,-303.6916250101725,-303.83929134368896,0.055706560541871,0.04300235435379269,0.06507150837423495
-303.6916250101725,-303.39629234313963,-303.5439586766561,0.05672236215642007,0.046388366507634636,0.06530666567666571
-303.39629234313963,-303.10095967610675,-303.2486260096232,0.05936344635424765,0.04384885739225317,0.05466128437954861
-303.10095967610675,-302.8056270090739,-302.9532933425903,0.06123252132501794,0.040124244023027035,0.04579457802348934
-302.8056270090739,-302.510294342041,-302.65796067555743,0.061733650121528816,0.0484199737999398,0.06617571968392832
-302.510294342041,-302.21496167500817,-302.36262800852455,0.06398872970584016,0.04655766711533569,0.050618305254311886
-302.21496167500817,-301.9196290079753,-302.06729534149173,0.06479459898670334,0.04418745860763737,0.0581607522159863
-301.9196290079753,-301.6242963409424,-301.77196267445885,0.06614222912867188,0.038939139769182354,0.043258250515249064
-301.6242963409424,-301.3289636739095,-301.47663000742597,0.06746954323834914,0.042494452530716396,0.06718450963728631
-301.3289636739095,-301.03363100687665,-301.1812973403931,0.06690746634496542,0.040124244023027035,0.03419114041438161
-301.03363100687665,-300.73829833984377,-300.8859646733602,0.06907450978933675,0.04334095556917689,0.04827745087968281
-300.73829833984377,-300.4429656728109,-300.5906320063273,0.06767270356125933,0.04080144645379542,0.05057267732531435
-300.4429656728109,-300.147633005778,-300.29529933929444,0.06911514185391872,0.037923336123029776,0.04112872531208667
-300.147633005778,-299.8523003387451,-299.99996667226156,0.06854629294977106,0.034537323969188016,0.03203169742930198
-299.8523003387451,-299.55696767171224,-299.7046340052287,0.06766593155049556,0.04486466103840576,0.04978886394621931
-299.55696767171224,-299.26163500467936,-299.4093013381958,0.06746277122758539,0.037076833084569286,0.040173303811249665
-299.26163500467936,-298.9663023376465,-299.1139686711629,0.06703613454947506,0.034368023361495734,0.0311248392487093
-298.9663023376465,-298.6709696706136,-298.81863600413004,0.06580362859048866,0.03267501728457476,0.03523408417411036
-298.6709696706136,-298.3756370035807,-298.52330333709716,0.06465238676066638,0.02962760634611701,0.029212908455357116
-298.3756370035807,-298.08030433654784,-298.2279706700643,0.0631083683065518,0.03758473490764558,0.03915960450617214
-298.08030433654784,-297.78497166951496,-297.9326380030314,0.06346051286626252,0.034368023361495734,0.04094010826559596
-297.78497166951496,-297.4896390024821,-297.6373053359985,0.060765252582325464,0.029966207561501205,0.03933623651782499
-297.4896390024821,-297.1943063354492,-297.34197266896564,0.059390534397302484,0.031659213638422175,0.02925598643656921
-297.1943063354492,-296.8989736684163,-297.04664000193276,0.058672701256354286,0.026918796623043455,0.026633486970279677
-296.8989736684163,-296.6036410013835,-296.75130733489993,0.056830714328649196,0.03165921363842827,0.024503442582811005
-296.6036410013835,-296.3083083343506,-296.45597466786705,0.05657337791961973,0.029119704523040718,0.026569731056115282
-296.3083083343506,-296.01297566731773,-296.1606420008342,0.05450791463670319,0.027426698446119748,0.023909266635130818
-296.01297566731773,-295.71764300028485,-295.8653093338013,0.05190069049269344,0.025225790546122482,0.017863011844974814
-295.71764300028485,-295.42231033325197,-295.5699766667684,0.05139956169618313,0.027426698446119748,0.019465482155088844
-295.42231033325197,-295.1269776662191,-295.27464399973553,0.04826412071260805,0.028103900876888136,0.03102353625561439
-295.1269776662191,-294.8316449991862,-294.97931133270265,0.04811513647580771,0.025733692369198775,0.02362844124080539
-294.8316449991862,-294.53631233215333,-294.68397866566977,0.04676750633383937,0.027088097230735554,0.014795247785390191
-294.53631233215333,-294.24097966512045,-294.3886459986369,0.04481039522314103,0.0240406862922778,0.020222576178871982
-294.24097966512045,-293.94564699808757,-294.093313331604,0.04264335177876968,0.023532784469201512,0.01591401237820753
-293.94564699808757,-293.6503143310547,-293.7979806645711,0.04120768549687441,0.01980817109997537,0.016053244725429103
-293.6503143310547,-293.3549816640218,-293.50264799753825,0.03925057438617569,0.02302488264612522,0.013216121757275247
-293.3549816640218,-293.0596489969889,-293.20731533050537,0.03748985158762434,0.020823974746127957,0.017093294055064986
-293.0596489969889,-292.76431632995605,-292.9119826634725,0.036365697800856515,0.021670477784588443,0.01052621878048684
-292.76431632995605,-292.46898366292316,-292.6166499964396,0.03507224374499821,0.01879236745382279,0.013313234297916345
-292.46898366292316,-292.1736509958903,-292.3213173294067,0.03320994078499093,0.020654674138435858,0.01659031371951971
-292.1736509958903,-291.8783183288574,-292.02598466237384,0.03180813455691255,0.02014677231535957,0.019708072437038936
-291.8783183288574,-291.5829856618245,-291.73065199534096,0.029695267198651617,0.01997747170766747,0.010613535278478586
-291.5829856618245,-291.28765299479164,-291.4353193283081,0.029072242208394102,0.016422158946133428,0.00859471976286656
-291.28765299479164,-290.99232032775876,-291.1399866612752,0.02798872048620918,0.014898453476904553,0.00868558586950444
-290.99232032775876,-290.6969876607259,-290.8446539942423,0.026654634365767222,0.018284465630746496,0.011942234230804469
-290.6969876607259,-290.40165499369306,-290.54932132720944,0.02450790695369185,0.01642215894613659,0.01094727614788842
-290.40165499369306,-290.1063223266602,-290.2539886601766,0.023160276811718797,0.0181151650230544,0.007737026064898385
-290.1063223266602,-289.8109896596273,-289.95865599314374,0.021284429830185504,0.01760726319997811,0.012756470644417709
-289.8109896596273,-289.5156569925944,-289.66332332611086,0.02070880891527352,0.014390551653828262,0.005143369662867766
-289.5156569925944,-289.22032432556153,-289.367990659078,0.019557567085451803,0.015067754084596652,0.007000047001278886
-289.22032432556153,-288.92499165852865,-289.0726579920451,0.018419869277155717,0.016591459553825526,0.005712637515018065
-288.92499165852865,-288.6296589914958,-288.7773253250122,0.01801354863133684,0.013713349223059874,0.00379462453904444
-288.6296589914958,-288.3343263244629,-288.48199265797933,0.016557566317149934,0.015237054692288749,0.004124810115950801
-288.3343263244629,-288.03899365743,-288.18665999094645,0.015494360627255148,0.01591425712305714,0.006005115754738493
-288.03899365743,-287.74366099039713,-287.8913273239136,0.015352148401218183,0.012189643753831,0.0046855779920381355
-287.74366099039713,-287.44832832336425,-287.5959946568807,0.01420090657139647,0.011681741930754707,0.00783225110220081
-287.44832832336425,-287.15299565633137,-287.3006619898478,0.013489845441211649,0.011343140715370513,0.007291609823614501
-287.15299565633137,-286.8576629892985,-287.00532932281493,0.012480815837426147,0.012189643753831,0.0030511024337750436
-286.8576629892985,-286.5623303222656,-286.70999665578205,0.01209481122389703,0.012866846184599387,0.004558069629208787
-286.5623303222656,-286.26699765523273,-286.41466398874917,0.010902937329493914,0.011004539499986319,0.004817033869629136
-286.26699765523273,-285.97166498819985,-286.1193313217163,0.010408580543746231,0.014221251046136165,0.005404837816733487
-285.97166498819985,-285.67633232116697,-285.8239986546834,0.009995487887163224,0.009988735853833735,0.004878340626556613
-285.67633232116697,-285.3809996541341,-285.5286659876505,0.00936569088614233,0.011343140715370513,0.0017306162981874432
-285.3809996541341,-285.0856669871012,-285.23333332061765,0.008654629755957889,0.010158036461525832,0.0027466233702695742
-285.0856669871012,-284.7903343200684,-284.9380006535848,0.008167044980976283,0.011173840107680567,0.0033702583531040795
-284.7903343200684,-284.4950016530355,-284.64266798655194,0.00716478738795221,0.007787827953836471,0.0009443732480724696
-284.4950016530355,-284.1996689860026,-284.34733531951906,0.006873590925115656,0.011343140715370513,0.0015823574337423308
-284.1996689860026,-283.90433631896974,-284.0520026524862,0.00656207842998671,0.008803631599989054,0.0011727831099275197
-283.90433631896974,-283.60900365193686,-283.7566699854533,0.005823929256748377,0.0067720243076838885,0.00039437275140828383
-283.60900365193686,-283.313670984904,-283.4613373184204,0.0057291211060565665,0.008803631599989054,0.0021394488792234796
-283.313670984904,-283.0183383178711,-283.16600465138754,0.005322800460237691,0.009819435246141638,0.002556747200348955
-283.0183383178711,-282.7230056508382,-282.87067198435466,0.005241536331072637,0.010158036461525832,0.001833683957939187
-282.7230056508382,-282.42767298380534,-282.5753393173218,0.004374718953324849,0.008295729776912763,0.0013196731279187883
-282.42767298380534,-282.13234031677246,-282.2800066502889,0.004469527104015908,0.008126429169220666,0.0008600992511348939
-282.13234031677246,-281.8370076497396,-281.984673983256,0.004266366781105906,0.0069413249153759855,0.000473104228963193
-281.8370076497396,-281.5416749827067,-281.68934131622314,0.003643341790849519,0.0069413249153759855,0.0002822932358435347
-281.5416749827067,-281.2463423156738,-281.39400864919025,0.00371783390924969,0.009142232815373248,0.0019423311962684414
-281.2463423156738,-280.95100964864093,-281.0986759821574,0.0031693010373927224,0.006433423092299694,0.00040001050762876586
-280.95100964864093,-280.65567698160805,-280.8033433151245,0.003101580929756682,0.007618527346144374,0.0006061866672517647
-280.65567698160805,-280.3603443145752,-280.5080106480916,0.002803612456155621,0.005586920053839208,0.00027222958152694305
-280.3603443145752,-280.0650116475423,-280.21267798105873,0.002681716262409921,0.0071106255230680825,0.001068733151714143
-280.0650116475423,-279.7696789805094,-279.91734531402585,0.0026343121870636395,0.006264122484607597,0.0003099124967715173
-279.7696789805094,-279.47434631347653,-279.62201264699297,0.002329571702698825,0.008972932207681151,0.0006940522991183115
-279.47434631347653,-279.17901364644365,-279.3266799799601,0.0022144475197165025,0.005586920053839208,0.0006204898194356243
