bin_left,bin_right,bin_center,exact_density,exact_display_density,proposal_density,reweighted_density
-13.030936339766818,-12.998800838734297,-13.014868589250558,0.0,0.0,0.0,0.0
-12.998800838734297,-12.966665337701777,-12.982733088218037,0.0,0.0,0.0,0.0
-12.966665337701777,-12.934529836669256,-12.950597587185516,0.0,1.2548450966300206e-05,0.0,0.0
-12.934529836669256,-12.902394335636734,-12.918462086152996,0.0,0.00014359114965792076,0.0,0.0
-12.902394335636734,-12.870258834604213,-12.886326585120473,0.0,0.0008776736578209439,0.0,0.0
-12.870258834604213,-12.838123333571692,-12.854191084087953,0.0,0.004156322149601524,0.0,0.0
-12.838123333571692,-12.805987832539172,-12.822055583055432,0.0,0.01567489748646423,0.0,0.0
-12.805987832539172,-12.773852331506651,-12.789920082022912,0.0,0.047746243394152406,0.0,0.0
-12.773852331506651,-12.74171683047413,-12.757784580990391,0.0,0.11828718457902941,0.0,0.0
-12.74171683047413,-12.70958132944161,-12.72564907995787,0.0,0.24032807659778002,0.0,0.0
-12.70958132944161,-12.677445828409088,-12.693513578925348,0.18752214161423725,0.40460842515004247,0.03516360298401439,0.24646654127390968
-12.677445828409088,-12.645310327376567,-12.661378077892827,0.9230063222304309,0.5723942121456752,0.13443076539022186,0.940368550199248
-12.645310327376567,-12.613174826344046,-12.629242576860307,0.8871838318940148,0.6945523102455254,0.13598667702667977,0.9487521613517832
-12.613174826344046,-12.581039325311526,-12.597107075827786,1.1999551717276182,0.746977059187157,0.11793810204373155,0.8203008925912806
-12.581039325311526,-12.548903824279005,-12.564971574795265,0.49729563029473317,0.7482445549092153,0.12229465462582156,0.8480402518790107
-12.548903824279005,-12.516768323246485,-12.532836073762745,0.48797530732665434,0.7377907021834511,0.11856046669831556,0.8197321084499934
-12.516768323246485,-12.484632822213964,-12.500700572730224,0.6261350725823684,0.7362967031371778,0.135986677026677,0.9379800711788618
-12.484632822213964,-12.452497321181442,-12.468565071697704,1.2132808708765985,0.733049460409427,0.11264800247975816,0.774363011154201
-12.452497321181442,-12.420361820148921,-12.436429570665181,0.7362084877912304,0.7112616192884486,0.10829144989767406,0.742350911827109
-12.420361820148921,-12.3882263191164,-12.40429406963266,0.42463420585566203,0.6746135430154094,0.10300135033370711,0.7039786683354026
-12.3882263191164,-12.35609081808388,-12.37215856860014,0.6925623757406307,0.6428626799600075,0.10642435593392105,0.7255337360349566
-12.35609081808388,-12.32395531705136,-12.34002306756762,0.5377531723976134,0.6293805776393278,0.09895598007890904,0.671389528921457
-12.32395531705136,-12.291819816018839,-12.307887566535099,0.5123467388524934,0.6297121434728411,0.10020070938807772,0.6775874538706962
