bin_left,bin_right,bin_center,reference_density,implicit_reference_density,proposal_density,reweighted_density
-3.141592653589793,-3.078760800517997,-3.1101767270538954,0.174401637836823,0.18732536801916055,0.21963382146681523,0.26548615000550907
-3.078760800517997,-3.015928947446201,-3.047344873982099,0.1083524685520251,0.12515944724746633,0.16392959138465196,0.13689016054943834
-3.015928947446201,-2.9530970943744057,-2.9845130209103035,0.06789536293227708,0.07964113352318487,0.11777465788800323,0.08638530959078242
-2.9530970943744057,-2.8902652413026098,-2.921681167838508,0.04389484551505364,0.05026113102842048,0.09230986699329917,0.054947892222812954
-2.8902652413026098,-2.827433388230814,-2.8588493147667116,0.02540107811531023,0.02966648139232925,0.07161972439135281,0.020631622000483754
-2.827433388230814,-2.764601535159018,-2.796017461694916,0.016329264502699434,0.0189712692165539,0.05092958178940644,0.021214304857120198
-2.764601535159018,-2.701769682087222,-2.7331856086231197,0.010886176335132957,0.011077184039195899,0.05092958178940644,0.010143264431192353
-2.701769682087222,-2.6389378290154264,-2.670353755551324,0.006366184991305867,0.007703099245647778,0.028647889756541325,0.007455182488632744
-2.6389378290154264,-2.5761059759436304,-2.6075219024795286,0.0033104161954790275,0.004138028520389273,0.020690142601946366,0.0022900867214522237
-2.5761059759436304,-2.5132741228718345,-2.5446900494077322,0.0027374595462615037,0.0031194368846011442,0.019098593171027415,0.0014387154442284786
-2.5132741228718345,-2.4504422698000385,-2.4818581963359367,0.001750700872609101,0.0022281692032865316,0.023873241463784268,0.0027257666760656185
-2.4504422698000385,-2.3876104167282426,-2.4190263432641403,0.0013687297731307519,0.0014960564650638142,0.019098593171027415,0.0037253712893500364
-2.3876104167282426,-2.324778563656447,-2.356194490192345,0.00047746387434794004,0.0010822536130248946,0.0127323954473517,0.001650400816294876
-2.324778563656447,-2.2619467105846507,-2.293362637120549,0.0005411257242609911,0.0009867606471697426,0.01273239544735152,0.003589586886997191
-2.2619467105846507,-2.199114857512855,-2.230530784048753,0.0004456329493914107,0.0009230986699329982,0.02069014260194651,0.0004002384907972102
-2.199114857512855,-2.1362830044410592,-2.1676989309769574,0.0005411257242609949,0.0008594366926962337,0.01273239544735161,0.00023072911122440013
-2.1362830044410592,-2.0734511513692633,-2.104867077905161,0.00041380202443487844,0.0002864788975654112,0.007957747154594757,0.0003229361286010902
-2.0734511513692633,-2.0106192982974678,-2.0420352248333655,0.00022281647469570535,0.00044563384065730946,0.011140846016432737,0.00017306265732543785
-2.0106192982974678,-1.9477874452256716,-1.9792033717615696,0.00031830924956528995,0.00044563384065730475,0.003183098861837891,4.0330094607662465e-05
-1.9477874452256716,-1.8849555921538759,-1.9163715186897736,0.0003819710994783507,0.00044563384065730795,0.012732395447351655,0.00034635127614894513
-1.8849555921538759,-1.82212373908208,-1.853539665617978,0.0003183092495652911,0.00038197186342054827,0.015915494309189513,0.00016729594858963645
