bin_left,bin_right,bin_center,reference_density,proposal_density,reweighted_density
-311.37027435302736,-311.0749416859945,-311.2226080195109,0.0012595940020413417,0.020316072923054485,0.04191884839537681
-311.0749416859945,-310.7796090189616,-310.92727535247803,0.0016591426370974652,0.025056489938433863,0.04169014943863152
-310.7796090189616,-310.4842763519287,-310.63194268544515,0.0022347635520088226,0.02674949601535507,0.04885412885842408
-310.4842763519287,-310.18894368489583,-310.3366100184123,0.0032099331019762828,0.02979690695381324,0.05538483309306697
-310.18894368489583,-309.89361101786295,-310.0412773513794,0.004252822759580388,0.030812710599965966,0.07256992616006981
-309.89361101786295,-309.59827835083007,-309.7459446843465,0.005810385235222886,0.036230330046113826,0.06180874329309896
-309.59827835083007,-309.3029456837972,-309.45061201731363,0.007029347172682342,0.039616342199956245,0.07012578050812984
-309.3029456837972,-309.0076130167643,-309.15527935028075,0.008817158014289716,0.03216711546150293,0.04849271282331503
-309.0076130167643,-308.71228034973143,-308.85994668324787,0.010110612070149435,0.032505716676887175,0.05830546144441471
-308.71228034973143,-308.4169476826986,-308.56461401621505,0.01223025143917845,0.03860053855380902,0.07202292379368566
-308.4169476826986,-308.1216150156657,-308.26928134918217,0.014939055744641485,0.041309348276871716,0.06378182983668079
-308.1216150156657,-307.82628234863284,-307.9739486821493,0.017722352168507125,0.03961634219995074,0.059553262493799795
-307.82628234863284,-307.53094968159996,-307.6786160151164,0.01949661898858693,0.04571116407686625,0.05739074644403764
-307.53094968159996,-307.2356170145671,-307.3832833480835,0.022699780079799704,0.041986550707640104,0.05778286510126827
-307.2356170145671,-306.9402843475342,-307.08795068105064,0.02544244443908344,0.04164794949225591,0.06298022763672832
-306.9402843475342,-306.6449516805013,-306.79261801401776,0.027832964238656572,0.04029354463071914,0.07681688191929002
-306.6449516805013,-306.34961901346844,-306.4972853469849,0.030731384845498082,0.0480813725845556,0.084901601141051
-306.34961901346844,-306.05428634643556,-306.201952679952,0.034604975002306394,0.04537256286148205,0.07074469543080844
-306.05428634643556,-305.7589536794027,-305.9066200129191,0.036765246435913945,0.04469536043071366,0.07322368668648897
-305.7589536794027,-305.4636210123698,-305.61128734588624,0.03955531487054196,0.04571116407686625,0.06390487494781547
-305.4636210123698,-305.1682883453369,-305.31595467885336,0.042155767003786405,0.04672696772301883,0.06694192401409492
-305.1682883453369,-304.87295567830404,-305.0206220118205,0.0452573479335429,0.048758575015324,0.07902396450209442
-304.87295567830404,-304.57762301127116,-304.7252893447876,0.048446965003226976,0.04300235435379269,0.0743158826477883
-304.57762301127116,-304.2822903442383,-304.4299566777547,0.05135892963160098,0.04334095556917689,0.05696730031046546
-304.2822903442383,-303.9869576772054,-304.13462401072184,0.052733647816624055,0.04266375313840849,0.06926722228133947
-303.9869576772054,-303.6916250101725,-303.83929134368896,0.055706560541871,0.041309348276871716,0.059493791849978654
-303.6916250101725,-303.39629234313963,-303.5439586766561,0.05672236215642007,0.044018157999945275,0.058156189356983704
-303.39629234313963,-303.10095967610675,-303.2486260096232,0.05936344635424765,0.05146738473839755,0.07896991524179277
-303.10095967610675,-302.8056270090739,-302.9532933425903,0.06123252132501794,0.04571116407686625,0.06220159079579304
-302.8056270090739,-302.510294342041,-302.65796067555743,0.061733650121528816,0.041309348276871716,0.05997658688805353
-302.510294342041,-302.21496167500817,-302.36262800852455,0.06398872970584016,0.04537256286149079,0.04746851551349285
-302.21496167500817,-301.9196290079753,-302.06729534149173,0.06479459898670334,0.041309348276871716,0.04859341935220641
-301.9196290079753,-301.6242963409424,-301.77196267445885,0.06614222912867188,0.04672696772301883,0.048023590865097165
-301.6242963409424,-301.3289636739095,-301.47663000742597,0.06746954323834914,0.04604976529225044,0.05356616690876237
-301.3289636739095,-301.03363100687665,-301.1812973403931,0.06690746634496542,0.04029354463071914,0.04978228762646652
-301.03363100687665,-300.73829833984377,-300.8859646733602,0.06907450978933675,0.04063214584610333,0.0444128242781789
-300.73829833984377,-300.4429656728109,-300.5906320063273,0.06767270356125933,0.041309348276871716,0.0395879757865899
-300.4429656728109,-300.147633005778,-300.29529933929444,0.06911514185391872,0.038600538553798164,0.03921710714022947
-300.147633005778,-299.8523003387451,-299.99996667226156,0.06854629294977106,0.044356759215329465,0.04307315664806811
