bin_left,bin_right,bin_center,reference_density,implicit_reference_density,proposal_density,reweighted_density
-3.141592653589793,-3.078760800517997,-3.1101767270538954,0.004138020244348784,0.0034377467707849348,0.020690142601946366,0.005861643023968273
-3.078760800517997,-3.015928947446201,-3.047344873982099,0.011108992809828659,0.010886198107485626,0.03501408748021693,0.007272175125627999
-3.015928947446201,-2.9530970943744057,-2.9845130209103035,0.02724727176278911,0.023809579486547678,0.07798592211502915,0.055437014499017966
-2.9530970943744057,-2.8902652413026098,-2.921681167838508,0.06089255944184019,0.05134338464144537,0.10185916357881288,0.06776003052919018
-2.8902652413026098,-2.827433388230814,-2.8588493147667116,0.11490963909307009,0.09784845901289711,0.10822536130248868,0.09692918512252564
-2.827433388230814,-2.764601535159018,-2.796017461694916,0.1832506349747381,0.15829550639919887,0.14164789935178665,0.15527000622463175
-2.764601535159018,-2.701769682087222,-2.7331856086231197,0.2705310312055409,0.24522593631599202,0.17347888797016567,0.2393794311928549
-2.701769682087222,-2.6389378290154264,-2.670353755551324,0.35927564998434663,0.3186281960699763,0.2291831180523306,0.3241089724203799
-2.6389378290154264,-2.5761059759436304,-2.6075219024795286,0.43315522680844815,0.3872558075311992,0.3103521390291955,0.4517007104558295
-2.5761059759436304,-2.5132741228718345,-2.5446900494077322,0.4741216272275011,0.43086426193837846,0.33740847935481766,0.37755681964104904
-2.5132741228718345,-2.4504422698000385,-2.4818581963359367,0.4887638527075045,0.45225468628992915,0.3644648196804398,0.48038178995537506
-2.4504422698000385,-2.3876104167282426,-2.4190263432641403,0.4826523151158509,0.44140031917106193,0.4647324338283337,0.5506089360530145
-2.3876104167282426,-2.324778563656447,-2.356194490192345,0.45260392195689064,0.4215377822731964,0.4201690497626061,0.4566269499495204
-2.324778563656447,-2.2619467105846507,-2.293362637120549,0.4343329710318366,0.4047946822599232,0.46791553269016833,0.4725487256119453
-2.2619467105846507,-2.199114857512855,-2.230530784048753,0.3889739029687885,0.3821628493522613,0.5188451144795817,0.40790745169175685
-2.199114857512855,-2.1362830044410592,-2.1676989309769574,0.36446409075225833,0.3586397487632764,0.5474930042361192,0.45337327997067695
